OBJECTID,gbifID,accessRights,bibliographicCitation,identifier,language,license,modified,references,rights,rightsHolder,type,institutionID,collectionID,datasetID,institutionCode,collectionCode,datasetName,ownerInstitutionCode,basisOfRecord,informationWithheld,dynamicProperties,occurrenceID,catalogNumber,recordNumber,recordedBy,individualCount,reproductiveCondition,occurrenceStatus,preparations,disposition,associatedReferences,associatedTaxa,otherCatalogNumbers,occurrenceRemarks,organismID,previousIdentifications,materialSampleID,eventID,fieldNumber,eventDate,eventTime,startDayOfYear,endDayOfYear,year,month,day,verbatimEventDate,habitat,higherGeography,continent,countryCode,stateProvince,county,municipality,locality,verbatimLocality,verbatimElevation,minimumDistanceAboveSurfaceInMeters,maximumDistanceAboveSurfaceInMeters,locationAccordingTo,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,verbatimCoordinateSystem,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,identificationID,identificationQualifier,identifiedBy,dateIdentified,identificationVerificationStatus,identificationRemarks,taxonID,higherClassification,kingdom,phylum,class,taxonomic_order,family,genus,specificEpithet,infraspecificEpithet,taxonRank,verbatimTaxonRank,vernacularName,nomenclaturalCode,taxonomicStatus,datasetKey,publishingCountry,lastInterpreted,elevation,elevationAccuracy,issue,mediaType,hasCoordinate,hasGeospatialIssues,taxonKey,acceptedTaxonKey,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,speciesKey,species,genericName,acceptedScientificName,verbatimScientificName,protocol,lastParsed,lastCrawled,repatriated,level0Gid,level0Name,level1Gid,level1Name,level2Gid,level2Name,scientificName,iucnRedListCategory
833,3385080569,,,96423166,,CC_BY_NC_4_0,2022-01-03T19:56:34Z,https://www.inaturalist.org/observations/96423166,,dennisronsse,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/96423166,96423166,,dennisronsse,,,PRESENT,,,,,,,,,,,,2021-09-25 14:14:00,22:14:00Z,,,2021,9,25,2021/09/25 2:14 PM AKDT,,,,US,Alaska,,,,"Anchorage, AK, USA",,,,,61.007647,-149.67685,4,,,,,,,,210068256,,dennisronsse,2021-09-27 23:43:51,,,162112,,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Dryopteridaceae,Dryopteris,fragrans,,SPECIES,,,,ACCEPTED,50c9509d-22c7-4a22-a47d-8c48425ef4a7,CR,2022-03-15T19:02:10.981Z,,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,5275131,5275131,6,7707728,7228684,392,2373,2651126,5275131,Dryopteris fragrans,Dryopteris,Dryopteris fragrans (L.) Schott,Dryopteris fragrans,DWC_ARCHIVE,2022-03-15T19:02:10.981Z,2022-03-15T15:37:03.857Z,TRUE,USA,United States,USA.2_1,Alaska,USA.2.3_1,Anchorage,Dryopteris fragrans (L.) Schott,NE
834,3385077896,,,95816043,,CC_BY_NC_4_0,2021-10-03T18:05:32Z,https://www.inaturalist.org/observations/95816043,,Glenn Brown,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/95816043,95816043,,Glenn Brown,,,PRESENT,,,,,,,,,,,,2021-08-29 12:55:00,20:55:00Z,,,2021,8,29,2021/08/29 12:55 PM AKDT,,,,US,Alaska,,,,"Anchorage, AK, USA",,,,,61.00942,-149.566992,,,,,,,,,208896839,,Glenn Brown,2021-09-23 1:19:27,,,204168,,Plantae,Tracheophyta,Lycopodiopsida,Lycopodiales,Lycopodiaceae,Spinulum,annotinum,,SPECIES,,,,ACCEPTED,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-03-15T18:54:30.180Z,,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,3992189,3992189,6,7707728,245,421,6725,9792913,3992189,Spinulum annotinum,Spinulum,Spinulum annotinum (L.) A.Haines,Spinulum annotinum,DWC_ARCHIVE,2022-03-15T18:54:30.180Z,2022-03-15T15:37:03.857Z,FALSE,USA,United States,USA.2_1,Alaska,USA.2.3_1,Anchorage,Spinulum annotinum (L.) A.Haines,NE
835,3385074623,,,96521910,,CC_BY_NC_4_0,2021-10-01T04:17:35Z,https://www.inaturalist.org/observations/96521910,,billsherwonit,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/96521910,96521910,,billsherwonit,,,PRESENT,,,,,,,,,,,,2021-09-28 14:14:26,22:14:26Z,,,2021,9,28,Tue Sep 28 2021 14:14:26 GMT-0800 (AKDT),,,,US,Alaska,,,,"Chugach State Park, Anchorage, AK, US",,,,,61.007223,-149.64961,5,,,,,,,,210283461,,billsherwonit,2021-09-28 22:14:38,,,52669,,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Athyriaceae,Athyrium,filix-femina,,SPECIES,,,,ACCEPTED,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-03-15T18:43:52.203Z,,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,5275044,5275044,6,7707728,7228684,392,4922264,2650888,5275044,Athyrium filix-femina,Athyrium,Athyrium filix-femina (L.) Roth,Athyrium filix-femina,DWC_ARCHIVE,2022-03-15T18:43:52.203Z,2022-03-15T15:37:03.857Z,FALSE,USA,United States,USA.2_1,Alaska,USA.2.3_1,Anchorage,Athyrium filix-femina (L.) Roth,NE
837,3385060733,,,95624140,,CC_BY_NC_4_0,2021-09-21T04:20:15Z,https://www.inaturalist.org/observations/95624140,,jr3626,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/95624140,95624140,,jr3626,,,PRESENT,,,,,,,,,,,,2021-06-08 10:20:00,17:20:00Z,,,2021,6,8,2021/06/08 10:20 AM PDT,,,,US,Alaska,,,,"Anchorage, AK, USA",,,,,61.103475,-149.683314,1,,,,,,,,208492533,,jr3626,2021-09-21 3:59:26,,,83541,,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Dryas,octopetala,,SPECIES,,,,ACCEPTED,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-03-15T18:56:56.314Z,,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,4889932,4889932,6,7707728,220,691,5015,3000739,4889932,Dryas octopetala,Dryas,Dryas octopetala L.,Dryas octopetala,DWC_ARCHIVE,2022-03-15T18:56:56.314Z,2022-03-15T15:37:03.857Z,FALSE,USA,United States,USA.2_1,Alaska,USA.2.3_1,Anchorage,Dryas octopetala L.,NE
838,3385046893,,,95816039,,CC_BY_NC_4_0,2021-10-13T20:52:23Z,https://www.inaturalist.org/observations/95816039,,Glenn Brown,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/95816039,95816039,,Glenn Brown,,,PRESENT,,,,,,,,,,,,2021-08-29 14:12:00,22:12:00Z,,,2021,8,29,2021/08/29 2:12 PM AKDT,,,,US,Alaska,,,,"Anchorage, AK, USA",,,,,61.004677,-149.571388,,,,,,,,,208896832,,Glenn Brown,2021-09-23 1:19:25,,,79055,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Senecio,triangularis,,SPECIES,,,,ACCEPTED,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-03-15T18:43:33.038Z,,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,3108906,3108906,6,7707728,220,414,3065,3106738,3108906,Senecio triangularis,Senecio,Senecio triangularis Hook.,Senecio triangularis,DWC_ARCHIVE,2022-03-15T18:43:33.038Z,2022-03-15T15:37:03.857Z,FALSE,USA,United States,USA.2_1,Alaska,USA.2.3_1,Anchorage,Senecio triangularis Hook.,NE
839,3385042632,,,95492128,,CC0_1_0,2021-09-23T16:00:35Z,https://www.inaturalist.org/observations/95492128,,Victor Heng,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/95492128,95492128,,Victor Heng,,,PRESENT,,,,,,,,,,,,2021-08-27 21:02:15,04:02:15Z,,,2021,8,27,8/27/21 21:02,,,,US,Alaska,,,,"Anchorage, AK 99540, USA",,,,,60.929014,-149.34715,,,,,,,,,208223201,,Victor Heng,2021-09-20 2:15:03,,,200925,,Fungi,Ascomycota,Lecanoromycetes,Caliciales,Physciaceae,Physcia,millegrana,,SPECIES,,,,ACCEPTED,50c9509d-22c7-4a22-a47d-8c48425ef4a7,GB,2022-03-15T18:54:45.320Z,,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,3427815,3427815,5,95,180,10861608,8369,2600367,3427815,Physcia millegrana,Physcia,Physcia millegrana Degel.,Physcia millegrana,DWC_ARCHIVE,2022-03-15T18:54:45.320Z,2022-03-15T15:37:03.857Z,TRUE,USA,United States,USA.2_1,Alaska,USA.2.3_1,Anchorage,Physcia millegrana Degel.,NE
840,3385026945,,,95787708,,CC_BY_NC_4_0,2021-11-09T18:23:23Z,https://www.inaturalist.org/observations/95787708,,billsherwonit,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/95787708,95787708,,billsherwonit,,,PRESENT,,,,,,,,,,,,2021-09-22 12:01:25,20:01:25Z,,,2021,9,22,Wed Sep 22 2021 12:01:25 GMT-0800 (AKDT),,,,US,Alaska,,,,"Chugach State Park, Anchorage, AK, US",,,,,61.008315,-149.683177,5,,,,,,,,208840253,,billsherwonit,2021-09-22 20:01:41,,,775410,,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,Fomitopsis,betulina,,SPECIES,,,,ACCEPTED,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-03-15T19:08:15.931Z,,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,9819973,9819973,5,34,186,1145,7619,2523631,9819973,Fomitopsis betulina,Fomitopsis,"Fomitopsis betulina (Bull.) B.K.Cui, M.L.Han & Y.C.Dai",Fomitopsis betulina,DWC_ARCHIVE,2022-03-15T19:08:15.931Z,2022-03-15T15:37:03.857Z,FALSE,USA,United States,USA.2_1,Alaska,USA.2.3_1,Anchorage,"Fomitopsis betulina (Bull.) B.K.Cui, M.L.Han & Y.C.Dai",NE
841,3385026115,,,95004864,,CC_BY_NC_4_0,2021-09-17T01:08:21Z,https://www.inaturalist.org/observations/95004864,,C.S.Yampae,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/95004864,95004864,,C.S.Yampae,,,PRESENT,,,,,,,,,,,,2021-09-15 17:41:08,01:41:08Z,,,2021,9,15,Wed Sep 15 2021 17:41:08 GMT-0800 (AKDT),,,,US,Alaska,,,,"Chugach State Park, Anchorage, AK, US",,,,,61.149003,-149.704117,32,,,,,,,,207348059,,nep,2021-09-16 14:43:22,,,48715,,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Amanitaceae,Amanita,muscaria,,SPECIES,,,,ACCEPTED,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-03-15T18:43:31.681Z,,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,8168319,8168319,5,34,186,1499,4171,6005964,8168319,Amanita muscaria,Amanita,Amanita muscaria (L.) Lam.,Amanita muscaria,DWC_ARCHIVE,2022-03-15T18:43:31.681Z,2022-03-15T15:37:03.857Z,FALSE,USA,United States,USA.2_1,Alaska,USA.2.3_1,Anchorage,Amanita muscaria (L.) Lam.,NE
843,3385017788,,,95717857,,CC_BY_NC_4_0,2021-10-03T18:21:10Z,https://www.inaturalist.org/observations/95717857,,sandor_in,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/95717857,95717857,,sandor_in,,fruiting,PRESENT,,,,,,,,,,,,2021-08-19 7:08:00,14:08:00Z,,,2021,8,19,2021/08/19 7:08 AM PDT,,,,US,Alaska,,,,"Eagle River, Anchorage, AK 99577, USA",,,,,61.308275,-149.569775,8,,,,,,,,208725503,,Ondřej Kruml,2021-09-22 5:38:53,,,56312,,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Vaccinium,vitis-idaea,,SPECIES,,,,ACCEPTED,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-03-15T19:00:38.293Z,,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,2882835,2882835,6,7707728,220,1353,2505,2882813,2882835,Vaccinium vitis-idaea,Vaccinium,Vaccinium vitis-idaea L.,Vaccinium vitis-idaea,DWC_ARCHIVE,2022-03-15T19:00:38.293Z,2022-03-15T15:37:03.857Z,FALSE,USA,United States,USA.2_1,Alaska,USA.2.3_1,Anchorage,Vaccinium vitis-idaea L.,LC
844,3385009718,,,94643754,,CC0_1_0,2021-09-12T23:05:16Z,https://www.inaturalist.org/observations/94643754,,steve b,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/94643754,94643754,,steve b,,,PRESENT,,,,,,,,,,,,2021-09-12 14:38:08,18:38:08Z,,,2021,9,12,9/12/21 14:38,,,,US,Alaska,,,,"Anchorage, AK 99516, USA",,,,,61.10605,-149.643932,7,,,,,,,,206504421,,steve b,2021-09-12 22:38:59,,,76606,,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Dasiphora,fruticosa,,SPECIES,,,,ACCEPTED,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-03-15T19:11:03.190Z,,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,5370380,5370380,6,7707728,220,691,5015,3029309,5370380,Dasiphora fruticosa,Dasiphora,Dasiphora fruticosa (L.) Rydb.,Dasiphora fruticosa,DWC_ARCHIVE,2022-03-15T19:11:03.190Z,2022-03-15T15:37:03.857Z,FALSE,USA,United States,USA.2_1,Alaska,USA.2.3_1,Anchorage,Dasiphora fruticosa (L.) Rydb.,NE
845,3385007587,,,96519154,,CC_BY_NC_4_0,2021-10-02T06:08:07Z,https://www.inaturalist.org/observations/96519154,,billsherwonit,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/96519154,96519154,,billsherwonit,,,PRESENT,,,,,,,,,,,,2021-09-28 13:45:54,21:45:54Z,,,2021,9,28,Tue Sep 28 2021 13:45:54 GMT-0800 (AKDT),,,,US,Alaska,,,,"Chugach State Park, Anchorage, AK, US",,,,,61.004053,-149.646868,5,,,,,,,,210278162,,billsherwonit,2021-09-28 21:46:07,,,118111,,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Trametes,ochracea,,SPECIES,,,,ACCEPTED,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-03-15T18:43:44.238Z,,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,2548374,2548374,5,34,186,1145,3286,2519084,2548374,Trametes ochracea,Trametes,Trametes ochracea (Pers.) Gilb. & Ryvarden,Trametes ochracea,DWC_ARCHIVE,2022-03-15T18:43:44.238Z,2022-03-15T15:37:03.857Z,FALSE,USA,United States,USA.2_1,Alaska,USA.2.3_1,Anchorage,Trametes ochracea (Pers.) Gilb. & Ryvarden,NE
846,3385002672,,,96520940,,CC_BY_NC_4_0,2021-09-28T23:07:57Z,https://www.inaturalist.org/observations/96520940,,billsherwonit,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/96520940,96520940,,billsherwonit,,,PRESENT,,,,,,,,,,,,2021-09-28 14:03:27,22:03:27Z,,,2021,9,28,Tue Sep 28 2021 14:03:27 GMT-0800 (AKDT),,,,US,Alaska,,,,"Chugach State Park, Anchorage, AK, US",,,,,61.006273,-149.648444,5,,,,,,,,210281626,,billsherwonit,2021-09-28 22:03:59,,,125136,,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Phellinus,igniarius,,SPECIES,,,,ACCEPTED,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-03-15T19:03:39.684Z,,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,2520862,2520862,5,34,186,1304,8468,2520108,2520862,Phellinus igniarius,Phellinus,Phellinus igniarius (L.) Quél.,Phellinus igniarius,DWC_ARCHIVE,2022-03-15T19:03:39.684Z,2022-03-15T15:37:03.857Z,FALSE,USA,United States,USA.2_1,Alaska,USA.2.3_1,Anchorage,Phellinus igniarius (L.) Quél.,NE
847,3384997468,,,95310537,,CC_BY_NC_4_0,2021-09-19T03:17:51Z,https://www.inaturalist.org/observations/95310537,,billsherwonit,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/95310537,95310537,,billsherwonit,,,PRESENT,,,,,,,,,,,,2021-09-18 12:21:07,20:21:07Z,,,2021,9,18,Sat Sep 18 2021 12:21:07 GMT-0800 (AKDT),,,,US,Alaska,,,,"Chugach State Park, Anchorage, AK, US",,,,,60.999193,-149.579471,5,,,,,,,,207876965,,billsherwonit,2021-09-18 20:21:41,,,52821,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Achillea,millefolium,,SPECIES,,,,ACCEPTED,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-03-15T18:43:28.339Z,,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,3120060,3120060,6,7707728,220,414,3065,3119995,3120060,Achillea millefolium,Achillea,Achillea millefolium L.,Achillea millefolium,DWC_ARCHIVE,2022-03-15T18:43:28.339Z,2022-03-15T15:37:03.857Z,FALSE,USA,United States,USA.2_1,Alaska,USA.2.3_1,Anchorage,Achillea millefolium L.,LC
849,3384982982,,,95816042,,CC_BY_NC_4_0,2021-09-24T04:08:18Z,https://www.inaturalist.org/observations/95816042,,Glenn Brown,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/95816042,95816042,,Glenn Brown,,,PRESENT,,,,,,,,,,,,2021-08-29 11:52:00,19:52:00Z,,,2021,8,29,2021/08/29 11:52 AM AKDT,,,,US,Alaska,,,,"Anchorage, AK, USA",,,,,61.01515,-149.564887,,,,,,,,,208896838,,Glenn Brown,2021-09-23 1:19:26,,,79076,,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Sibbaldia,procumbens,,SPECIES,,,,ACCEPTED,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-03-15T18:43:21.789Z,,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,3025029,3025029,6,7707728,220,691,5015,3025001,3025029,Sibbaldia procumbens,Sibbaldia,Sibbaldia procumbens L.,Sibbaldia procumbens,DWC_ARCHIVE,2022-03-15T18:43:21.789Z,2022-03-15T15:37:03.857Z,FALSE,USA,United States,USA.2_1,Alaska,USA.2.3_1,Anchorage,Sibbaldia procumbens L.,NE
850,3384982865,,,95717853,,CC_BY_NC_4_0,2021-10-04T15:16:46Z,https://www.inaturalist.org/observations/95717853,,sandor_in,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/95717853,95717853,,sandor_in,,,PRESENT,,,,,,,,,,,,2021-08-18 22:07:00,05:07:00Z,,,2021,8,18,2021/08/18 10:07 PM PDT,,,,US,Alaska,,,,"Eagle River, Anchorage, AK 99577, USA",,,,,61.308389,-149.571424,15,,,,,,,,208713976,,Garrett Taylor,2021-09-22 3:59:38,,,67338,,Fungi,Basidiomycota,Agaricomycetes,Gloeophyllales,Gloeophyllaceae,Gloeophyllum,sepiarium,,SPECIES,,,,ACCEPTED,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-03-15T18:44:16.563Z,,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,5249253,5249253,5,34,186,1065,8462,2543117,5249253,Gloeophyllum sepiarium,Gloeophyllum,Gloeophyllum sepiarium (Wulfen) P.Karst.,Gloeophyllum sepiarium,DWC_ARCHIVE,2022-03-15T18:44:16.563Z,2022-03-15T15:37:03.857Z,FALSE,USA,United States,USA.2_1,Alaska,USA.2.3_1,Anchorage,Gloeophyllum sepiarium (Wulfen) P.Karst.,NE
851,3384949951,,,95791215,,CC_BY_NC_4_0,2021-10-02T06:16:13Z,https://www.inaturalist.org/observations/95791215,,billsherwonit,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/95791215,95791215,,billsherwonit,,,PRESENT,,,,,,,,,,,,2021-09-22 12:37:53,20:37:53Z,,,2021,9,22,Wed Sep 22 2021 12:37:53 GMT-0800 (AKDT),,,,US,Alaska,,,,"Chugach State Park, Anchorage, AK, US",,,,,61.005853,-149.663545,5,,,,,,,,208847969,,billsherwonit,2021-09-22 20:38:05,,,63232,,Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinum,scabrum,,SPECIES,,,,ACCEPTED,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-03-15T19:07:14.721Z,,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,9141390,9141390,5,34,186,1063,8789,2520104,9141390,Leccinum scabrum,Leccinum,Leccinum scabrum (Bull.) Gray,Leccinum scabrum,DWC_ARCHIVE,2022-03-15T19:07:14.721Z,2022-03-15T15:37:03.857Z,FALSE,USA,United States,USA.2_1,Alaska,USA.2.3_1,Anchorage,Leccinum scabrum (Bull.) Gray,NE
852,3384939175,,,95004174,,CC_BY_NC_4_0,2021-09-16T12:28:45Z,https://www.inaturalist.org/observations/95004174,,C.S.Yampae,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/95004174,95004174,,C.S.Yampae,,,PRESENT,,,,,,,,,,,,2021-09-15 18:01:09,02:01:09Z,,,2021,9,15,Wed Sep 15 2021 18:01:09 GMT-0800 (AKDT),,,,US,Alaska,,,,"Chugach State Park, Anchorage, AK, US",,,,,61.147414,-149.709013,32,,,,,,,,207275109,,C.S.Yampae,2021-09-16 4:11:12,,,556181,,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Actaea,rubra,neglecta,FORM,,,,SYNONYM,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-03-15T19:11:53.872Z,,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,8981199,5709518,6,7707728,220,399,2410,3032252,5371704,Actaea rubra,Actaea,Actaea rubra subsp. rubra,Actaea rubra neglecta,DWC_ARCHIVE,2022-03-15T19:11:53.872Z,2022-03-15T15:37:03.857Z,FALSE,USA,United States,USA.2_1,Alaska,USA.2.3_1,Anchorage,Actaea rubra f. neglecta (Gillmann) B.L.Rob.,
853,3384937544,,,94510765,,CC_BY_NC_4_0,2021-09-14T16:14:03Z,https://www.inaturalist.org/observations/94510765,,C.S.Yampae,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/94510765,94510765,,C.S.Yampae,,,PRESENT,,,,,,,,,,,,2021-09-11 13:52:32,21:52:32Z,,,2021,9,11,Sat Sep 11 2021 13:52:32 GMT-0800 (AKDT),,,,US,Alaska,,,,"Chugach State Park, Anchorage, AK, US",,,,,61.109281,-149.662047,12,,,,,,,,206244604,,C.S.Yampae,2021-09-11 23:36:45,,,76606,,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Dasiphora,fruticosa,,SPECIES,,,,ACCEPTED,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-03-15T19:07:29.223Z,,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,5370380,5370380,6,7707728,220,691,5015,3029309,5370380,Dasiphora fruticosa,Dasiphora,Dasiphora fruticosa (L.) Rydb.,Dasiphora fruticosa,DWC_ARCHIVE,2022-03-15T19:07:29.223Z,2022-03-15T15:37:03.857Z,FALSE,USA,United States,USA.2_1,Alaska,USA.2.3_1,Anchorage,Dasiphora fruticosa (L.) Rydb.,NE
854,3384932622,,,94510964,,CC_BY_NC_4_0,2021-09-12T11:10:55Z,https://www.inaturalist.org/observations/94510964,,C.S.Yampae,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/94510964,94510964,,C.S.Yampae,,,PRESENT,,,,,,,,,,,,2021-09-11 13:11:07,21:11:07Z,,,2021,9,11,Sat Sep 11 2021 13:11:07 GMT-0800 (AKDT),,,,US,Alaska,,,,"Chugach State Park, Anchorage, AK, US",,,,,61.10217,-149.662947,48,,,,,,,,206244969,,C.S.Yampae,2021-09-11 23:38:42,,,56406,,Plantae,Marchantiophyta,Marchantiopsida,Marchantiales,Marchantiaceae,Marchantia,polymorpha,,SPECIES,,,,ACCEPTED,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-03-15T18:43:14.959Z,,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,2688570,2688570,6,9,125,376,6110,2688569,2688570,Marchantia polymorpha,Marchantia,Marchantia polymorpha L.,Marchantia polymorpha,DWC_ARCHIVE,2022-03-15T18:43:14.959Z,2022-03-15T15:37:03.857Z,FALSE,USA,United States,USA.2_1,Alaska,USA.2.3_1,Anchorage,Marchantia polymorpha L.,NE
855,3384930357,,,97171513,,CC_BY_NC_4_0,2021-10-27T03:33:49Z,https://www.inaturalist.org/observations/97171513,,billsherwonit,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/97171513,97171513,,billsherwonit,,,PRESENT,,,,,,,,,,,,2021-10-04 11:16:17,19:16:17Z,,,2021,10,4,Mon Oct 04 2021 11:16:17 GMT-0800 (AKDT),,,,US,Alaska,,,,"Chugach State Park, Anchorage, AK, US",,,,,61.012149,-149.706367,165,,,,,,,,211639704,,billsherwonit,2021-10-04 19:16:37,,,62312,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Campanulaceae,Campanula,rotundifolia,,SPECIES,,,,ACCEPTED,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-03-15T18:43:31.418Z,,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,5410907,5410907,6,7707728,220,414,8801,3161935,5410907,Campanula rotundifolia,Campanula,Campanula rotundifolia L.,Campanula rotundifolia,DWC_ARCHIVE,2022-03-15T18:43:31.418Z,2022-03-15T15:37:03.857Z,FALSE,,,,,,,Campanula rotundifolia L.,NE
